Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:    922, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3276, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3714 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    144, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3715 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    296, rd_minus:    300, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3716 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2532, rd_minus:   2500, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3717 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1376, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3718 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2864, rd_minus:   2736, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3719 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    252, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3720 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3516, rd_minus:   4184, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3721 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3928, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3722 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    100, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3723 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4112, rd_minus:   5430, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3724 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4384, rd_minus:   5092, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3725 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1240, rd_minus:   1360, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3726 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     64, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3727 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2452, rd_minus:   1928, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3728 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    472, rd_minus:    400, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3729 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1868, rd_minus:   1330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3730 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:   4388, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3731 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5904, rd_minus:   5072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3732 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6120, rd_minus:   6214, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3733 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2472, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3734 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2112, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3735 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3532, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3736 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1604, rd_minus:   1660, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3737 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2096, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3738 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2004, rd_minus:   2696, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3739 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3072, rd_minus:   5668, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3740 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2860, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3741 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5560, rd_minus:   5182, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3742 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1734, rd_minus:   1556, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3743 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4184, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3744 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1208, rd_minus:   1248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3745 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1222, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3746 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    216, rd_minus:    298, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3747 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5836, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3748 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2550, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3749 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3584, rd_minus:   4500, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3750 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3744, rd_minus:   2594, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3751 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2942, rd_minus:   3136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3752 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4416, rd_minus:   6074, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3753 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3188, rd_minus:   2926, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3754 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5834, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3755 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6598, rd_minus:   6064, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3756 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10782, rd_minus:  11228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3757 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6008, rd_minus:   5306, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3758 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    282, rd_minus:    248, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3759 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    250, rd_minus:    234, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3760 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6218, rd_minus:   6410, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3761 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1728, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3762 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2504, rd_minus:   2748, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3763 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5184, rd_minus:   5288, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3764 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4576, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3765 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2824, rd_minus:   2562, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3766 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2160, rd_minus:   2148, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3767 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2210, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3768 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2206, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3769 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    338, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3770 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1854, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3771 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1738, rd_minus:   1664, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3772 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4518, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3773 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:   1630, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3774 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3324, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3775 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2166, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3776 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7330, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3777 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1646, rd_minus:   1702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3778 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4238, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3779 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    486, rd_minus:    658, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3780 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    266, rd_minus:    220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3781 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    518, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3782 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4004, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3783 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    476, rd_minus:    486, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3784 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2616, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3785 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1156, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3786 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3028, rd_minus:   4468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3787 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1848, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3788 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6228, rd_minus:   6914, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3789 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3200, rd_minus:   3720, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3790 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4292, rd_minus:   4190, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3791 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2920, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3792 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3776, rd_minus:   2962, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3793 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3152, rd_minus:   2412, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3794 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4748, rd_minus:   4228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3795 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    884, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3796 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4250, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3797 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6984, rd_minus:   7146, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3798 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2568, rd_minus:   1040, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3799 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     80, rd_minus:     76, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3800 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16430, rd_minus:  19116, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3801 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4628, rd_minus:   5196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3802 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2338, rd_minus:   2196, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3803 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4088, rd_minus:   4784, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3804 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8762, rd_minus:   9560, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3805 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3608, rd_minus:   4344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3806 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2496, rd_minus:   3004, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3807 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2720, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3808 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2402, rd_minus:   5014, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3809 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3264, rd_minus:   3508, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3810 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8188, rd_minus:   6788, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3811 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7650, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3812 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4012, rd_minus:   3838, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3813 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    156, rd_minus:    190, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3814 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3688, rd_minus:   3702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3815 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2916, rd_minus:   2952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3816 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4340, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3817 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6304, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3818 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1940, rd_minus:   3804, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3819 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1952, rd_minus:   3348, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3820 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5120, rd_minus:   7008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3821 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3988, rd_minus:   3656, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3822 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1548, rd_minus:   1694, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3823 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    660, rd_minus:    550, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3824 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2752, rd_minus:   1878, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3825 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2888, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3826 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:   3908, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3827 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3564, rd_minus:   4322, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3828 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8204, rd_minus:   8876, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3829 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1050, rd_minus:   1042, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3830 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4824, rd_minus:   4874, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3831 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16894, rd_minus:  17192, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3832 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    798, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3833 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3478, rd_minus:   3868, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3834 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    324, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3835 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3004, rd_minus:   3528, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3836 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6364, rd_minus:   6660, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3837 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3060, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3838 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3188, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3839 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5894, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3840 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2790, rd_minus:   4788, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3841 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1144, rd_minus:   1024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3842 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6138, rd_minus:   6920, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3843 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     64, rd_minus:     72, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3844 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2826, rd_minus:   1488, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3845 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2408, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3846 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    860, rd_minus:    942, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3847 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2728, rd_minus:   2848, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3848 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4196, rd_minus:   4984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3849 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8206, rd_minus:   8838, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3850 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2108, rd_minus:   2056, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3851 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4700, rd_minus:   5900, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3852 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4206, rd_minus:   4464, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3853 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    548, rd_minus:    500, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3854 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    126, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3855 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    844, rd_minus:    790, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3856 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8868, rd_minus:  15416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3857 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3854, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3858 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2186, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3859 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6776, rd_minus:   5566, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3860 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1438, rd_minus:   1428, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3861 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10340, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3862 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3302, rd_minus:   3376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3863 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3864 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1308, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3865 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1578, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3866 / 4120, payload_bits 4096, end_bits 24
